competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Marcus LAWLER,200-metres,male,IRL,20.63,No,5.8272424e-05,Yes,No,No,No
Joshua HARTMANN,200-metres,male,GER,20.63,No,5.8272424e-05,Yes,No,No,No
Ross WALROND,200-metres,male,BAR,20.63,No,5.8272424e-05,Yes,No,No,Unknown
L.O. JOHNSON,200-metres,male,USA,20.63,No,5.8272424e-05,Yes,No,No,No
Ilya SAZONOV,200-metres,male,RUS,20.63,No,5.8272424e-05,Yes,No,No,Unknown
David DUNLAP,200-metres,male,USA,20.63,No,5.8272424e-05,Yes,No,No,No
Bayanda WALAZA,200-metres,male,RSA,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Ilya SAZONOV,200-metres,male,RUS,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Reece HOLDER,200-metres,male,AUS,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Bayanda WALAZA,200-metres,male,RSA,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Mason LAWYER,200-metres,male,USA,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Ji CHANG,200-metres,male,CHN,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Animesh KUJUR,200-metres,male,IND,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Tate TAYLOR,200-metres,male,USA,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Tate TAYLOR,200-metres,male,USA,20.63,No,5.8272424e-05,Yes,No,No,Unknown
Dapriest HOGANS,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,No
Xavier BUTLER,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Antoine SPENCER,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Matthew HUDSON-SMITH,200-metres,male,GBR,20.64,No,5.8272424e-05,Yes,No,No,No
Antonio LAY,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Jonah VIGIL,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Casey HOOD,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Jekovan RHETTA,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Kashii CROCKETT,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Kebba MAKALO,200-metres,male,GAM,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Tristyn FLORES,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Arnaldo Lazael ROMERO CRESPO,200-metres,male,CUB,20.64,No,5.8272424e-05,Yes,No,No,No
Danil ROSLYAKOV,200-metres,male,RUS,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Xavier BUTLER,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Johnnie BLOCKBURGER,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,Yes
Simon VERHERSTRAETEN,200-metres,male,BEL,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Damiano DENTATO,200-metres,male,ITA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
David DUNLAP,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,No
Lucas VILAR,200-metres,male,BRA,20.64,No,5.8272424e-05,Yes,No,No,No
Antoine SNYDERS,200-metres,male,BEL,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Shota IIZUKA,200-metres,male,JPN,20.64,No,5.8272424e-05,Yes,No,No,No
Tovetuna TUNA,200-metres,male,PNG,20.64,No,5.8272424e-05,Yes,No,Unknown,Unknown
José FIGUEROA,200-metres,male,PUR,20.64,No,5.8272424e-05,Yes,No,No,No
Theo SCHAUB,200-metres,male,FRA,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Mikita ZHYHAR,200-metres,male,BLR,20.64,No,5.8272424e-05,Yes,No,No,Unknown
Blessing Akwasi AFRIFAH,200-metres,male,ISR,20.64,No,5.8272424e-05,Yes,No,No,No
Anthony GREENHOW,200-metres,male,USA,20.64,No,5.8272424e-05,Yes,No,No,No
Yen-Ming WU,200-metres,male,TPE,20.65,No,5.8272424e-05,Yes,No,No,No
Theo SCHAUB,200-metres,male,FRA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Aaron BROWN,200-metres,male,CAN,20.65,No,5.8272424e-05,Yes,No,No,No
Oskars GRAVA,200-metres,male,LAT,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Reynier MENA,200-metres,male,CUB,20.65,No,5.8272424e-05,Yes,No,No,No
Adria ALFONSO,200-metres,male,ESP,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Guy MAGANGA GORRA,200-metres,male,GAB,20.65,No,5.8272424e-05,Yes,No,No,No
Guy MAGANGA GORRA,200-metres,male,GAB,20.65,No,5.8272424e-05,Yes,No,No,No
Sam BLASKOWSKI,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Yes
Mamadou Fall SARR,200-metres,male,SEN,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Hiroki SHIGETANI,200-metres,male,JPN,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Naeem JACK,200-metres,male,RSA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Ryoutaro HAMA,200-metres,male,JPN,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Justin BRAUN,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Richlu TUDEE,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Durrell COLLINS,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Derrick WILLIAMS,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Genta IKI,200-metres,male,JPN,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Elijah JOSEPH,200-metres,male,TTO,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Miles JONES,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Kyle ZINN,200-metres,male,RSA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Jaiden REID,200-metres,male,CAY,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Edward OSEI-NKETIA,200-metres,male,NZL,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Edward OSEI-NKETIA,200-metres,male,NZL,20.65,No,5.8272424e-05,Yes,No,No,Unknown
José FIGUEROA,200-metres,male,PUR,20.65,No,5.8272424e-05,Yes,No,No,No
Blessing Akwasi AFRIFAH,200-metres,male,ISR,20.65,No,5.8272424e-05,Yes,No,No,No
Jalen JOHNSON,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Cameron MILLER,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,No
Kashii CROCKETT,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Ajani DWYER,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Ackeem BLAKE,200-metres,male,JAM,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Tomáš NĚMEJC,200-metres,male,CZE,20.65,No,5.8272424e-05,Yes,No,No,No
Adria ALFONSO,200-metres,male,ESP,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Johnnie BLOCKBURGER,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Yes
Nicholas FERNS,200-metres,male,RSA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Christopher COATS,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Anthony GREENHOW,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,No
Brody BUFFINGTON,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Ajani DWYER,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Jalen JOHNSON,200-metres,male,USA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Naeem JACK,200-metres,male,RSA,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Ryoutaro HAMA,200-metres,male,JPN,20.65,No,5.8272424e-05,Yes,No,No,Unknown
Benedikt Thomas WALLSTEIN,200-metres,male,GER,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Eseosa Fostine DESALU,200-metres,male,ITA,20.66,No,5.8272424e-05,Yes,No,No,No
Ryan ZEZE,200-metres,male,FRA,20.66,No,5.8272424e-05,Yes,No,No,No
Theo SCHAUB,200-metres,male,FRA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Marcus LAWLER,200-metres,male,IRL,20.66,No,5.8272424e-05,Yes,No,No,No
Pedro AFONSO,200-metres,male,POR,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Konstantin KRYLOV,200-metres,male,RUS,20.66,No,5.8272424e-05,Yes,No,No,No
Aleksandr NIKOLAYEV,200-metres,male,RUS,20.66,No,5.8272424e-05,Yes,No,No,No
Gilles Anthony AFOUMBA,200-metres,male,CGO,20.66,No,5.8272424e-05,Yes,No,Unknown,Unknown
Timothé MUMENTHALER,200-metres,male,SUI,20.66,No,5.8272424e-05,Yes,No,No,No
Ibrahim FUSEINI,200-metres,male,GHA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Christian COLEMAN,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,No
Shota IIZUKA,200-metres,male,JPN,20.66,No,5.8272424e-05,Yes,No,No,No
Kahleje TILLMON,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,No
Tevijon WILLIAMS,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Shemarr SESSION,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
James DADZIE,200-metres,male,GHA,20.66,No,5.8272424e-05,Yes,No,No,No
Jamal BRITT,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Aaron CHARLES,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Ajani DWYER,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Abdulaziz Abdui ATAFI,200-metres,male,KSA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Kyree KING,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,No
Soshi MIZUKUBO,200-metres,male,JPN,20.66,No,5.8272424e-05,Yes,No,No,No
Guillem CRESPI,200-metres,male,ESP,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Shota IIZUKA,200-metres,male,JPN,20.66,No,5.8272424e-05,Yes,No,No,No
Sotirios GKARAGKANIS,200-metres,male,GRE,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Jaleel CROAL,200-metres,male,IVB,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Kendrick WINFIELD,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Cooper SHERMAN,200-metres,male,AUS,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Christopher IUS,200-metres,male,AUS,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Pedro AFONSO,200-metres,male,POR,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Shemarr SESSION,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Ajani DWYER,200-metres,male,USA,20.66,No,5.8272424e-05,Yes,No,No,Unknown
Adrian CANALES,200-metres,male,PUR,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Seunghwan KO,200-metres,male,KOR,20.67,No,5.8272424e-05,Yes,No,No,No
Yancarlos MARTÍNEZ,200-metres,male,DOM,20.67,No,5.8272424e-05,Yes,No,No,No
Franquelo PEREZ,200-metres,male,DOM,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Christopher MELENCIANO,200-metres,male,DOM,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Darion SKERRITT,200-metres,male,ANT,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Kyree KING,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,No
Gediminas TRUSKAUSKAS,200-metres,male,LTU,20.67,No,5.8272424e-05,Yes,No,No,No
Adam ŠULC,200-metres,male,CZE,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Andreas Ofstad KULSENG,200-metres,male,NOR,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Vernon NORWOOD,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,No
Mason LAWYER,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Mthi MTHIMKULU,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Oskars GRAVA,200-metres,male,LAT,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Udodi Chudi ONWUZURIKE,200-metres,male,NGR,20.67,No,5.8272424e-05,Yes,No,No,No
Gabe REMY,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Tevijon WILLIAMS,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Towa UZAWA,200-metres,male,JPN,20.67,No,5.8272424e-05,Yes,No,No,No
De’montray CALLIS,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,No
Shota IIZUKA,200-metres,male,JPN,20.67,No,5.8272424e-05,Yes,No,No,No
Alexavier MONFRIES,200-metres,male,JAM,20.67,No,5.8272424e-05,Yes,No,No,No
Aaron CHARLES,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Ali AL BALUSHI,200-metres,male,OMA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Arturo Harmodio DELISER,200-metres,male,PAN,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Shevioe REID,200-metres,male,JAM,20.67,No,5.8272424e-05,Yes,No,No,No
Benjamin RICHARDSON,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,No
Sinesipho DAMBILE,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,No
Alejandro CARDENAS,200-metres,male,MEX,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Jaiden REID,200-metres,male,CAY,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Benjamin RICHARDSON,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,No
Sbongakonke MAKHAZA,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Antonio WATSON,200-metres,male,JAM,20.67,No,5.8272424e-05,Yes,No,No,No
Neiker ABELLO,200-metres,male,COL,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Bradley NKOANA,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Tyson WILLIAMS,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Denzel SIMUSIALELA,200-metres,male,ZIM,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Garrett KAALUND,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,No
Garrett KAALUND,200-metres,male,USA,20.67,No,5.8272424e-05,Yes,No,No,No
Sbongakonke MAKHAZA,200-metres,male,RSA,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Adam ŠULC,200-metres,male,CZE,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Alejandro CARDENAS,200-metres,male,MEX,20.67,No,5.8272424e-05,Yes,No,No,Unknown
Pedro AFONSO,200-metres,male,POR,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Ackeem BLAKE,200-metres,male,JAM,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Justin STEWART,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Ian KERR,200-metres,male,BAH,20.68,No,5.8272424e-05,Yes,No,No,No
Simon VERHERSTRAETEN,200-metres,male,BEL,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Gerardo LOMELI PONCE,200-metres,male,MEX,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Ke LIU,200-metres,male,CHN,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Junhao SHI,200-metres,male,CHN,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Chongtao ZHU,200-metres,male,CHN,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Maurice NOCK,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Zhenye XIE,200-metres,male,CHN,20.68,No,5.8272424e-05,Yes,No,No,No
Demar FRANCIS,200-metres,male,JAM,20.68,No,5.8272424e-05,Yes,No,No,No
Pedro AFONSO,200-metres,male,POR,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Justin STEWART,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Tristyn FLORES,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Yudai NISHI,200-metres,male,JPN,20.68,No,5.8272424e-05,Yes,No,No,No
Alexavier MONFRIES,200-metres,male,JAM,20.68,No,5.8272424e-05,Yes,No,No,No
Konstantin KRYLOV,200-metres,male,RUS,20.68,No,5.8272424e-05,Yes,No,No,No
Ryan ZEZE,200-metres,male,FRA,20.68,No,5.8272424e-05,Yes,No,No,No
Mihlali XHOTYENI,200-metres,male,RSA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Myles RHODES,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Christopher MELENCIANO,200-metres,male,DOM,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Michael MCCLAIN,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Tsebo MATSOSO,200-metres,male,RSA,20.68,No,5.8272424e-05,Yes,No,No,No
Andre DACRES,200-metres,male,JAM,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Jaelen MEANS,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Justin RAINES,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,No
Anthony GREENHOW,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,No
Kashii CROCKETT,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Antoine SPENCER,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
Gift LEOTLELA,200-metres,male,RSA,20.68,No,5.8272424e-05,Yes,No,No,No
Erin BROWN,200-metres,male,USA,20.68,No,5.8272424e-05,Yes,No,No,Unknown
José FIGUEROA,200-metres,male,PUR,20.69,No,5.8272424e-05,Yes,No,No,No
Justin JOHNSON,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Johnnie BLOCKBURGER,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,No
Gediminas TRUSKAUSKAS,200-metres,male,LTU,20.69,No,5.8272424e-05,Yes,No,No,No
Elijah JOSEPH,200-metres,male,TTO,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Amine KASMI,200-metres,male,BEL,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Damiano DENTATO,200-metres,male,ITA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Onyema ADIGIDA,200-metres,male,NED,20.69,No,5.8272424e-05,Yes,No,No,No
Chongtao ZHU,200-metres,male,CHN,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Téo ANDANT,200-metres,male,FRA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Jahnie LESLIE,200-metres,male,CAN,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Jaime SANCHO,200-metres,male,ESP,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Selepe Prince PHAEZEL,200-metres,male,BOT,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Jahnie LESLIE,200-metres,male,CAN,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Selepe Prince PHAEZEL,200-metres,male,BOT,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Jaden WILEY,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Joseph TAYLOR,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Abdulaziz Abdui ATAFI,200-metres,male,KSA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Elijah JOSEPH,200-metres,male,TTO,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Cameron MILLER,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,No
Kashii CROCKETT,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Wanyae BELLE,200-metres,male,IVB,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Tomáš NĚMEJC,200-metres,male,CZE,20.69,No,5.8272424e-05,Yes,No,No,No
Daveyon BLACKNELL,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Yen-Ming WU,200-metres,male,TPE,20.69,No,5.8272424e-05,Yes,No,No,No
Seunghwan KO,200-metres,male,KOR,20.69,No,5.8272424e-05,Yes,No,No,No
Jaden WILEY,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Anbar Jamaan ALZAHRANI,200-metres,male,KSA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Aaron CHARLES,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Kimarlie STEWART,200-metres,male,JAM,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Joseph TAYLOR,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Erin BROWN,200-metres,male,USA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Ezekiel NEWTON,200-metres,male,GUY,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Animesh KUJUR,200-metres,male,IND,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Benjamin BOAKYE,200-metres,male,GHA,20.69,No,5.8272424e-05,Yes,No,No,Unknown
Ryoutaro HAMA,200-metres,male,JPN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Teddy WILSON,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Yudai NISHI,200-metres,male,JPN,20.7,No,5.8272424e-05,Yes,No,No,No
Gediminas TRUSKAUSKAS,200-metres,male,LTU,20.7,No,5.8272424e-05,Yes,No,No,No
Bernardo NUNES,200-metres,male,BRA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Ji CHANG,200-metres,male,CHN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Alham NAGHIYEV,200-metres,male,AZE,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Adria ALFONSO,200-metres,male,ESP,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Delano KENNEDY,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Richard AKINYEBO,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Ethan HARBIAS-WILTSHIRE,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Jeriel QUAINOO,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,No
Javari THOMAS,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Kaisei UCHIDA,200-metres,male,JPN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Tumo Statago VAN WYK,200-metres,male,BOT,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Matthew HUDSON-SMITH,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,No
Tyquendo TRACEY,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,No
Jinfeng CHEN,200-metres,male,CHN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Takudzwa CHIYANGWA,200-metres,male,ZIM,20.7,No,5.8272424e-05,Yes,No,No,No
Kendrick WINFIELD,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Jazonte LEVAN,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Dennis MWAI,200-metres,male,KEN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Zablon Ekhal EKWAM,200-metres,male,KEN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Aoto SUZUKI,200-metres,male,JPN,20.7,No,5.8272424e-05,Yes,No,No,No
Lucas VILAR,200-metres,male,BRA,20.7,No,5.8272424e-05,Yes,No,No,No
Junhao SHI,200-metres,male,CHN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
L.O. JOHNSON,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,No
Vitor Hugo DOS SANTOS,200-metres,male,BRA,20.7,No,5.8272424e-05,Yes,No,No,No
Enoc Marum MORENO,200-metres,male,COL,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Demar FRANCIS,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,No
Jorge VIDES,200-metres,male,BRA,20.7,No,5.8272424e-05,Yes,No,No,No
Bovel MCPHERSON,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Kamron NEAL,200-metres,male,JAM,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Kashii CROCKETT,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Judson LINCOLN,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Alexander OGANDO,200-metres,male,DOM,20.7,No,5.8272424e-05,Yes,No,No,No
Animesh KUJUR,200-metres,male,IND,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Judson LINCOLN,200-metres,male,USA,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Ryan ZEZE,200-metres,male,FRA,20.7,No,5.8272424e-05,Yes,No,No,No
Joseph Paul AMOAH,200-metres,male,GHA,20.7,No,5.8272424e-05,Yes,No,No,No
Tsebo MATSOSO,200-metres,male,RSA,20.7,No,5.8272424e-05,Yes,No,No,No
Teddy WILSON,200-metres,male,GBR,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Ryoutaro HAMA,200-metres,male,JPN,20.7,No,5.8272424e-05,Yes,No,No,Unknown
Lachlan KENNEDY,60-metres,male,AUS,6.43,Yes,0.9998858,No,No,Yes,Unknown
JC STEVENSON,60-metres,male,USA,6.46,Yes,0.9998858,No,No,No,Unknown
Jordan ANTHONY,60-metres,male,USA,6.47,Yes,0.9998858,No,No,No,Yes
Julian FORTE,60-metres,male,JAM,6.48,Yes,0.9998858,No,No,No,Yes
Kayinsola AJAYI,60-metres,male,NGR,6.48,Yes,0.9998858,No,No,No,Unknown
Kishane THOMPSON,60-metres,male,JAM,6.48,Yes,0.9998858,No,No,No,Unknown
Jeremiah AZU,60-metres,male,GBR,6.49,Yes,0.9998858,No,No,No,Yes
Eloy BENITEZ,60-metres,male,PUR,6.49,Yes,0.9998858,No,No,Yes,Unknown
Jordan ANTHONY,60-metres,male,USA,6.49,Yes,0.9998858,No,No,No,Yes
Jeremiah AZU,60-metres,male,GBR,6.49,Yes,0.9998858,No,No,No,Yes
JC STEVENSON,60-metres,male,USA,6.5,Yes,0.9998858,No,No,No,Unknown
Lachlan KENNEDY,60-metres,male,AUS,6.5,Yes,0.9998858,No,No,Yes,Unknown
Tiaan WHELPTON,60-metres,male,NZL,6.5,Yes,0.9998858,No,No,Yes,Unknown
Ronnie BAKER,60-metres,male,USA,6.5,Yes,0.9998858,No,No,No,No
Rohan WATSON,60-metres,male,JAM,6.5,Yes,0.9998858,No,No,No,Yes
Lachlan KENNEDY,60-metres,male,AUS,6.51,Yes,0.9998858,No,No,Yes,Unknown
Ronnie BAKER,60-metres,male,USA,6.51,Yes,0.9998858,No,No,No,No
Israel OKON,60-metres,male,NGR,6.51,Yes,0.9998858,No,No,No,Unknown
